"REF_DATE","GEO","DGUID","Population and dwelling counts (3)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","N0L","2021A0011N0L","Total private dwellings, 2021","","0","units","0","","1000.2","19408","","","","0"
"2021","N0L","2021A0011N0L","Private dwellings occupied by usual residents, 2021","","0","units","0","","1000.3","18789","","","","0"
"2021","N0M","2021A0011N0M","Population, 2021","","0","units","0","","1001.1","69177","","","","0"
"2021","N0M","2021A0011N0M","Total private dwellings, 2021","","0","units","0","","1001.2","32011","","","","0"
"2021","N0M","2021A0011N0M","Private dwellings occupied by usual residents, 2021","","0","units","0","","1001.3","27634","","","","0"
"2021","N0N","2021A0011N0N","Population, 2021","","0","units","0","","1002.1","42297","","","","0"
"2021","N0N","2021A0011N0N","Total private dwellings, 2021","","0","units","0","","1002.2","18752","","","","0"
"2021","N0N","2021A0011N0N","Private dwellings occupied by usual residents, 2021","","0","units","0","","1002.3","16933","","","","0"
"2021","N0P","2021A0011N0P","Population, 2021","","0","units","0","","1003.1","53140","","","","0"
"2021","N0P","2021A0011N0P","Total private dwellings, 2021","","0","units","0","","1003.2","23162","","","","0"
"2021","N0P","2021A0011N0P","Private dwellings occupied by usual residents, 2021","","0","units","0","","1003.3","21267","","","","0"
"2021","N0R","2021A0011N0R","Population, 2021","","0","units","0","","1004.1","50203","","","","0"
"2021","N0R","2021A0011N0R","Total private dwellings, 2021","","0","units","0","","1004.2","19287","","","","0"
"2021","N0R","2021A0011N0R","Private dwellings occupied by usual residents, 2021","","0","units","0","","1004.3","18131","","","","0"
"2021","N1A","2021A0011N1A","Population, 2021","","0","units","0","","1005.1","12614","","","","0"
"2021","N1A","2021A0011N1A","Total private dwellings, 2021","","0","units","0","","1005.2","5563","","","","0"
"2021","N1A","2021A0011N1A","Private dwellings occupied by usual residents, 2021","","0","units","0","","1005.3","4997","","","","0"
"2021","N1C","2021A0011N1C","Population, 2021","","0","units","0","","1006.1","3678","","","","0"
"2021","N1C","2021A0011N1C","Total private dwellings, 2021","","0","units","0","","1006.2","1237","","","","0"
"2021","N1C","2021A0011N1C","Private dwellings occupied by usual residents, 2021","","0","units","0","","1006.3","1222","","","","0"
"2021","N1E","2021A0011N1E","Population, 2021","","0","units","0","","1007.1","44799","","","","0"
"2021","N1E","2021A0011N1E","Total private dwellings, 2021","","0","units","0","","1007.2","18055","","","","0"
"2021","N1E","2021A0011N1E","Private dwellings occupied by usual residents, 2021","","0","units","0","","1007.3","17506","","","","0"
"2021","N1G","2021A0011N1G","Population, 2021","","0","units","0","","1008.1","29688","","","","0"
"2021","N1G","2021A0011N1G","Total private dwellings, 2021","","0","units","0","","1008.2","12853","","","","0"
"2021","N1G","2021A0011N1G","Private dwellings occupied by usual residents, 2021","","0","units","0","","1008.3","11514","","","","0"
"2021","N1H","2021A0011N1H","Population, 2021","","0","units","0","","1009.1","42178","","","","0"
"2021","N1H","2021A0011N1H","Total private dwellings, 2021","","0","units","0","","1009.2","18802","","","","0"
"2021","N1H","2021A0011N1H","Private dwellings occupied by usual residents, 2021","","0","units","0","","1009.3","18048","","","","0"
"2021","N1K","2021A0011N1K","Population, 2021","","0","units","0","","1010.1","10908","","","","0"
"2021","N1K","2021A0011N1K","Total private dwellings, 2021","","0","units","0","","1010.2","3787","","","","0"
"2021","N1K","2021A0011N1K","Private dwellings occupied by usual residents, 2021","","0","units","0","","1010.3","3675","","","","0"
"2021","N1L","2021A0011N1L","Population, 2021","","0","units","0","","1011.1","17474","","","","0"
"2021","N1L","2021A0011N1L","Total private dwellings, 2021","","0","units","0","","1011.2","6722","","","","0"
"2021","N1L","2021A0011N1L","Private dwellings occupied by usual residents, 2021","","0","units","0","","1011.3","6177","","","","0"
"2021","N1M","2021A0011N1M","Population, 2021","","0","units","0","","1012.1","18498","","","","0"
"2021","N1M","2021A0011N1M","Total private dwellings, 2021","","0","units","0","","1012.2","7546","","","","0"
"2021","N1M","2021A0011N1M","Private dwellings occupied by usual residents, 2021","","0","units","0","","1012.3","7222","","","","0"
"2021","N1P","2021A0011N1P","Population, 2021","","0","units","0","","1013.1","7991","","","","0"
"2021","N1P","2021A0011N1P","Total private dwellings, 2021","","0","units","0","","1013.2","2526","","","","0"
"2021","N1P","2021A0011N1P","Private dwellings occupied by usual residents, 2021","","0","units","0","","1013.3","2506","","","","0"
"2021","N1R","2021A0011N1R","Population, 2021","","0","units","0","","1014.1","42928","","","","0"
"2021","N1R","2021A0011N1R","Total private dwellings, 2021","","0","units","0","","1014.2","18081","","","","0"
"2021","N1R","2021A0011N1R","Private dwellings occupied by usual residents, 2021","","0","units","0","","1014.3","17337","","","","0"
"2021","N1S","2021A0011N1S","Population, 2021","","0","units","0","","1015.1","20171","","","","0"
"2021","N1S","2021A0011N1S","Total private dwellings, 2021","","0","units","0","","1015.2","8187","","","","0"
"2021","N1S","2021A0011N1S","Private dwellings occupied by usual residents, 2021","","0","units","0","","1015.3","7918","","","","0"
"2021","N1T","2021A0011N1T","Population, 2021","","0","units","0","","1016.1","18513","","","","0"
"2021","N1T","2021A0011N1T","Total private dwellings, 2021","","0","units","0","","1016.2","5647","","","","0"
"2021","N1T","2021A0011N1T","Private dwellings occupied by usual residents, 2021","","0","units","0","","1016.3","5578","","","","0"
"2021","N2A","2021A0011N2A","Population, 2021","","0","units","0","","1017.1","32454","","","","0"
"2021","N2A","2021A0011N2A","Total private dwellings, 2021","","0","units","0","","1017.2","12178","","","","0"
"2021","N2A","2021A0011N2A","Private dwellings occupied by usual residents, 2021","","0","units","0","","1017.3","11833","","","","0"
"2021","N2B","2021A0011N2B","Population, 2021","","0","units","0","","1018.1","16939","","","","0"
"2021","N2B","2021A0011N2B","Total private dwellings, 2021","","0","units","0","","1018.2","7329","","","","0"
"2021","N2B","2021A0011N2B","Private dwellings occupied by usual residents, 2021","","0","units","0","","1018.3","7149","","","","0"
"2021","N2C","2021A0011N2C","Population, 2021","","0","units","0","","1019.1","17681","","","","0"
"2021","N2C","2021A0011N2C","Total private dwellings, 2021","","0","units","0","","1019.2","7494","","","","0"
"2021","N2C","2021A0011N2C","Private dwellings occupied by usual residents, 2021","","0","units","0","","1019.3","7284","","","","0"
"2021","N2E","2021A0011N2E","Population, 2021","","0","units","0","","1020.1","40428","","","","0"
"2021","N2E","2021A0011N2E","Total private dwellings, 2021","","0","units","0","","1020.2","14544","","","","0"
"2021","N2E","2021A0011N2E","Private dwellings occupied by usual residents, 2021","","0","units","0","","1020.3","14233","","","","0"
"2021","N2G","2021A0011N2G","Population, 2021","","0","units","0","","1021.1","14580","","","","0"
"2021","N2G","2021A0011N2G","Total private dwellings, 2021","","0","units","0","","1021.2","8284","","","","0"
"2021","N2G","2021A0011N2G","Private dwellings occupied by usual residents, 2021","","0","units","0","","1021.3","7802","","","","0"
"2021","N2H","2021A0011N2H","Population, 2021","","0","units","0","","1022.1","22456","","","","0"
"2021","N2H","2021A0011N2H","Total private dwellings, 2021","","0","units","0","","1022.2","11453","","","","0"
"2021","N2H","2021A0011N2H","Private dwellings occupied by usual residents, 2021","","0","units","0","","1022.3","10783","","","","0"
"2021","N2J","2021A0011N2J","Population, 2021","","0","units","0","","1023.1","20899","","","","0"
"2021","N2J","2021A0011N2J","Total private dwellings, 2021","","0","units","0","","1023.2","10672","","","","0"
"2021","N2J","2021A0011N2J","Private dwellings occupied by usual residents, 2021","","0","units","0","","1023.3","9476","","","","0"
"2021","N2K","2021A0011N2K","Population, 2021","","0","units","0","","1024.1","29381","","","","0"
"2021","N2K","2021A0011N2K","Total private dwellings, 2021","","0","units","0","","1024.2","10815","","","","0"
"2021","N2K","2021A0011N2K","Private dwellings occupied by usual residents, 2021","","0","units","0","","1024.3","10576","","","","0"
"2021","N2L","2021A0011N2L","Population, 2021","","0","units","0","","1025.1","37953","","","","0"
"2021","N2L","2021A0011N2L","Total private dwellings, 2021","","0","units","0","","1025.2","19681","","","","0"
"2021","N2L","2021A0011N2L","Private dwellings occupied by usual residents, 2021","","0","units","0","","1025.3","16193","","","","0"
"2021","N2M","2021A0011N2M","Population, 2021","","0","units","0","","1026.1","36494","","","","0"
"2021","N2M","2021A0011N2M","Total private dwellings, 2021","","0","units","0","","1026.2","16113","","","","0"
"2021","N2M","2021A0011N2M","Private dwellings occupied by usual residents, 2021","","0","units","0","","1026.3","15506","","","","0"
"2021","N2N","2021A0011N2N","Population, 2021","","0","units","0","","1027.1","26596","","","","0"
"2021","N2N","2021A0011N2N","Total private dwellings, 2021","","0","units","0","","1027.2","9145","","","","0"
"2021","N2N","2021A0011N2N","Private dwellings occupied by usual residents, 2021","","0","units","0","","1027.3","9014","","","","0"
"2021","N2P","2021A0011N2P","Population, 2021","","0","units","0","","1028.1","25040","","","","0"
"2021","N2P","2021A0011N2P","Total private dwellings, 2021","","0","units","0","","1028.2","8848","","","","0"
"2021","N2P","2021A0011N2P","Private dwellings occupied by usual residents, 2021","","0","units","0","","1028.3","8474","","","","0"
"2021","N2R","2021A0011N2R","Population, 2021","","0","units","0","","1029.1","18445","","","","0"
"2021","N2R","2021A0011N2R","Total private dwellings, 2021","","0","units","0","","1029.2","5835","","","","0"
"2021","N2R","2021A0011N2R","Private dwellings occupied by usual residents, 2021","","0","units","0","","1029.3","5678","","","","0"
"2021","N2T","2021A0011N2T","Population, 2021","","0","units","0","","1030.1","20634","","","","0"
"2021","N2T","2021A0011N2T","Total private dwellings, 2021","","0","units","0","","1030.2","7109","","","","0"
"2021","N2T","2021A0011N2T","Private dwellings occupied by usual residents, 2021","","0","units","0","","1030.3","6994","","","","0"
"2021","N2V","2021A0011N2V","Population, 2021","","0","units","0","","1031.1","19428","","","","0"
"2021","N2V","2021A0011N2V","Total private dwellings, 2021","","0","units","0","","1031.2","6360","","","","0"
"2021","N2V","2021A0011N2V","Private dwellings occupied by usual residents, 2021","","0","units","0","","1031.3","6261","","","","0"
"2021","N2Z","2021A0011N2Z","Population, 2021","","0","units","0","","1032.1","12341","","","","0"
"2021","N2Z","2021A0011N2Z","Total private dwellings, 2021","","0","units","0","","1032.2","6608","","","","0"
"2021","N2Z","2021A0011N2Z","Private dwellings occupied by usual residents, 2021","","0","units","0","","1032.3","5234","","","","0"
"2021","N3A","2021A0011N3A","Population, 2021","","0","units","0","","1033.1","17045","","","","0"
"2021","N3A","2021A0011N3A","Total private dwellings, 2021","","0","units","0","","1033.2","6395","","","","0"
"2021","N3A","2021A0011N3A","Private dwellings occupied by usual residents, 2021","","0","units","0","","1033.3","6293","","","","0"
"2021","N3B","2021A0011N3B","Population, 2021","","0","units","0","","1034.1","13190","","","","0"
"2021","N3B","2021A0011N3B","Total private dwellings, 2021","","0","units","0","","1034.2","4824","","","","0"
"2021","N3B","2021A0011N3B","Private dwellings occupied by usual residents, 2021","","0","units","0","","1034.3","4743","","","","0"
"2021","N3C","2021A0011N3C","Population, 2021","","0","units","0","","1035.1","27518","","","","0"
"2021","N3C","2021A0011N3C","Total private dwellings, 2021","","0","units","0","","1035.2","9657","","","","0"
"2021","N3C","2021A0011N3C","Private dwellings occupied by usual residents, 2021","","0","units","0","","1035.3","9458","","","","0"
"2021","N3E","2021A0011N3E","Population, 2021","","0","units","0","","1036.1","2802","","","","0"
"2021","N3E","2021A0011N3E","Total private dwellings, 2021","","0","units","0","","1036.2","839","","","","0"
"2021","N3E","2021A0011N3E","Private dwellings occupied by usual residents, 2021","","0","units","0","","1036.3","793","","","","0"
"2021","N3H","2021A0011N3H","Population, 2021","","0","units","0","","1037.1","24306","","","","0"
"2021","N3H","2021A0011N3H","Total private dwellings, 2021","","0","units","0","","1037.2","10220","","","","0"
"2021","N3H","2021A0011N3H","Private dwellings occupied by usual residents, 2021","","0","units","0","","1037.3","9755","","","","0"
"2021","N3L","2021A0011N3L","Population, 2021","","0","units","0","","1038.1","17676","","","","0"
"2021","N3L","2021A0011N3L","Total private dwellings, 2021","","0","units","0","","1038.2","6741","","","","0"
"2021","N3L","2021A0011N3L","Private dwellings occupied by usual residents, 2021","","0","units","0","","1038.3","6526","","","","0"
"2021","N3P","2021A0011N3P","Population, 2021","","0","units","0","","1039.1","8542","","","","0"
"2021","N3P","2021A0011N3P","Total private dwellings, 2021","","0","units","0","","1039.2","3209","","","","0"
"2021","N3P","2021A0011N3P","Private dwellings occupied by usual residents, 2021","","0","units","0","","1039.3","3173","","","","0"
"2021","N3R","2021A0011N3R","Population, 2021","","0","units","0","","1040.1","35858","","","","0"
"2021","N3R","2021A0011N3R","Total private dwellings, 2021","","0","units","0","","1040.2","15069","","","","0"
"2021","N3R","2021A0011N3R","Private dwellings occupied by usual residents, 2021","","0","units","0","","1040.3","14718","","","","0"
"2021","N3S","2021A0011N3S","Population, 2021","","0","units","0","","1041.1","27527","","","","0"
"2021","N3S","2021A0011N3S","Total private dwellings, 2021","","0","units","0","","1041.2","12070","","","","0"
"2021","N3S","2021A0011N3S","Private dwellings occupied by usual residents, 2021","","0","units","0","","1041.3","11497","","","","0"
"2021","N3T","2021A0011N3T","Population, 2021","","0","units","0","","1042.1","37406","","","","0"
"2021","N3T","2021A0011N3T","Total private dwellings, 2021","","0","units","0","","1042.2","14602","","","","0"
"2021","N3T","2021A0011N3T","Private dwellings occupied by usual residents, 2021","","0","units","0","","1042.3","13914","","","","0"
"2021","N3V","2021A0011N3V","Population, 2021","","0","units","0","","1043.1","1562","","","","0"
"2021","N3V","2021A0011N3V","Total private dwellings, 2021","","0","units","0","","1043.2","572","","","","0"
"2021","N3V","2021A0011N3V","Private dwellings occupied by usual residents, 2021","","0","units","0","","1043.3","566","","","","0"
"2021","N3W","2021A0011N3W","Population, 2021","","0","units","0","","1044.1","15805","","","","0"
"2021","N3W","2021A0011N3W","Total private dwellings, 2021","","0","units","0","","1044.2","5731","","","","0"
"2021","N3W","2021A0011N3W","Private dwellings occupied by usual residents, 2021","","0","units","0","","1044.3","5579","","","","0"
"2021","N3Y","2021A0011N3Y","Population, 2021","","0","units","0","","1045.1","23402","","","","0"
"2021","N3Y","2021A0011N3Y","Total private dwellings, 2021","","0","units","0","","1045.2","10382","","","","0"
"2021","N3Y","2021A0011N3Y","Private dwellings occupied by usual residents, 2021","","0","units","0","","1045.3","9922","","","","0"
"2021","N4B","2021A0011N4B","Population, 2021","","0","units","0","","1046.1","8223","","","","0"
"2021","N4B","2021A0011N4B","Total private dwellings, 2021","","0","units","0","","1046.2","3459","","","","0"
"2021","N4B","2021A0011N4B","Private dwellings occupied by usual residents, 2021","","0","units","0","","1046.3","3341","","","","0"
"2021","N4G","2021A0011N4G","Population, 2021","","0","units","0","","1047.1","21519","","","","0"
"2021","N4G","2021A0011N4G","Total private dwellings, 2021","","0","units","0","","1047.2","9509","","","","0"
"2021","N4G","2021A0011N4G","Private dwellings occupied by usual residents, 2021","","0","units","0","","1047.3","9207","","","","0"
"2021","N4K","2021A0011N4K","Population, 2021","","0","units","0","","1048.1","28975","","","","0"
"2021","N4K","2021A0011N4K","Total private dwellings, 2021","","0","units","0","","1048.2","13555","","","","0"
"2021","N4K","2021A0011N4K","Private dwellings occupied by usual residents, 2021","","0","units","0","","1048.3","12877","","","","0"
"2021","N4L","2021A0011N4L","Population, 2021","","0","units","0","","1049.1","8337","","","","0"
"2021","N4L","2021A0011N4L","Total private dwellings, 2021","","0","units","0","","1049.2","4293","","","","0"
"2021","N4L","2021A0011N4L","Private dwellings occupied by usual residents, 2021","","0","units","0","","1049.3","3716","","","","0"
"2021","N4N","2021A0011N4N","Population, 2021","","0","units","0","","1050.1","10341","","","","0"
"2021","N4N","2021A0011N4N","Total private dwellings, 2021","","0","units","0","","1050.2","4849","","","","0"
"2021","N4N","2021A0011N4N","Private dwellings occupied by usual residents, 2021","","0","units","0","","1050.3","4392","","","","0"
"2021","N4S","2021A0011N4S","Population, 2021","","0","units","0","","1051.1","33055","","","","0"
"2021","N4S","2021A0011N4S","Total private dwellings, 2021","","0","units","0","","1051.2","14516","","","","0"
"2021","N4S","2021A0011N4S","Private dwellings occupied by usual residents, 2021","","0","units","0","","1051.3","13973","","","","0"
"2021","N4T","2021A0011N4T","Population, 2021","","0","units","0","","1052.1","15161","","","","0"
"2021","N4T","2021A0011N4T","Total private dwellings, 2021","","0","units","0","","1052.2","5543","","","","0"
"2021","N4T","2021A0011N4T","Private dwellings occupied by usual residents, 2021","","0","units","0","","1052.3","5436","","","","0"
"2021","N4V","2021A0011N4V","Population, 2021","","0","units","0","","1053.1","3477","","","","0"
"2021","N4V","2021A0011N4V","Total private dwellings, 2021","","0","units","0","","1053.2","1360","","","","0"
"2021","N4V","2021A0011N4V","Private dwellings occupied by usual residents, 2021","","0","units","0","","1053.3","1312","","","","0"
"2021","N4W","2021A0011N4W","Population, 2021","","0","units","0","","1054.1","13311","","","","0"
"2021","N4W","2021A0011N4W","Total private dwellings, 2021","","0","units","0","","1054.2","5221","","","","0"
"2021","N4W","2021A0011N4W","Private dwellings occupied by usual residents, 2021","","0","units","0","","1054.3","5052","","","","0"
"2021","N4X","2021A0011N4X","Population, 2021","","0","units","0","","1055.1","9946","","","","0"
"2021","N4X","2021A0011N4X","Total private dwellings, 2021","","0","units","0","","1055.2","4195","","","","0"
"2021","N4X","2021A0011N4X","Private dwellings occupied by usual residents, 2021","","0","units","0","","1055.3","4066","","","","0"
"2021","N4Z","2021A0011N4Z","Population, 2021","","0","units","0","","1056.1","2362","","","","0"
"2021","N4Z","2021A0011N4Z","Total private dwellings, 2021","","0","units","0","","1056.2","911","","","","0"
"2021","N4Z","2021A0011N4Z","Private dwellings occupied by usual residents, 2021","","0","units","0","","1056.3","899","","","","0"
"2021","N5A","2021A0011N5A","Population, 2021","","0","units","0","","1057.1","32898","","","","0"
"2021","N5A","2021A0011N5A","Total private dwellings, 2021","","0","units","0","","1057.2","15203","","","","0"
"2021","N5A","2021A0011N5A","Private dwellings occupied by usual residents, 2021","","0","units","0","","1057.3","14548","","","","0"
"2021","N5C","2021A0011N5C","Population, 2021","","0","units","0","","1058.1","15721","","","","0"
"2021","N5C","2021A0011N5C","Total private dwellings, 2021","","0","units","0","","1058.2","6382","","","","0"
"2021","N5C","2021A0011N5C","Private dwellings occupied by usual residents, 2021","","0","units","0","","1058.3","6194","","","","0"
"2021","N5H","2021A0011N5H","Population, 2021","","0","units","0","","1059.1","15625","","","","0"
"2021","N5H","2021A0011N5H","Total private dwellings, 2021","","0","units","0","","1059.2","5763","","","","0"
"2021","N5H","2021A0011N5H","Private dwellings occupied by usual residents, 2021","","0","units","0","","1059.3","5523","","","","0"
"2021","N5L","2021A0011N5L","Population, 2021","","0","units","0","","1060.1","3714","","","","0"
"2021","N5L","2021A0011N5L","Total private dwellings, 2021","","0","units","0","","1060.2","2003","","","","0"
"2021","N5L","2021A0011N5L","Private dwellings occupied by usual residents, 2021","","0","units","0","","1060.3","1696","","","","0"
"2021","N5P","2021A0011N5P","Population, 2021","","0","units","0","","1061.1","21081","","","","0"
"2021","N5P","2021A0011N5P","Total private dwellings, 2021","","0","units","0","","1061.2","8962","","","","0"
"2021","N5P","2021A0011N5P","Private dwellings occupied by usual residents, 2021","","0","units","0","","1061.3","8651","","","","0"
"2021","N5R","2021A0011N5R","Population, 2021","","0","units","0","","1062.1","30680","","","","0"
"2021","N5R","2021A0011N5R","Total private dwellings, 2021","","0","units","0","","1062.2","12933","","","","0"
"2021","N5R","2021A0011N5R","Private dwellings occupied by usual residents, 2021","","0","units","0","","1062.3","12637","","","","0"
"2021","N5V","2021A0011N5V","Population, 2021","","0","units","0","","1063.1","32961","","","","0"
"2021","N5V","2021A0011N5V","Total private dwellings, 2021","","0","units","0","","1063.2","13236","","","","0"
"2021","N5V","2021A0011N5V","Private dwellings occupied by usual residents, 2021","","0","units","0","","1063.3","12636","","","","0"
"2021","N5W","2021A0011N5W","Population, 2021","","0","units","0","","1064.1","24740","","","","0"
"2021","N5W","2021A0011N5W","Total private dwellings, 2021","","0","units","0","","1064.2","12388","","","","0"
"2021","N5W","2021A0011N5W","Private dwellings occupied by usual residents, 2021","","0","units","0","","1064.3","11584","","","","0"
"2021","N5X","2021A0011N5X","Population, 2021","","0","units","0","","1065.1","36963","","","","0"
"2021","N5X","2021A0011N5X","Total private dwellings, 2021","","0","units","0","","1065.2","13738","","","","0"
"2021","N5X","2021A0011N5X","Private dwellings occupied by usual residents, 2021","","0","units","0","","1065.3","13209","","","","0"
"2021","N5Y","2021A0011N5Y","Population, 2021","","0","units","0","","1066.1","35934","","","","0"
"2021","N5Y","2021A0011N5Y","Total private dwellings, 2021","","0","units","0","","1066.2","16194","","","","0"
"2021","N5Y","2021A0011N5Y","Private dwellings occupied by usual residents, 2021","","0","units","0","","1066.3","15292","","","","0"
"2021","N5Z","2021A0011N5Z","Population, 2021","","0","units","0","","1067.1","24067","","","","0"
"2021","N5Z","2021A0011N5Z","Total private dwellings, 2021","","0","units","0","","1067.2","11008","","","","0"
"2021","N5Z","2021A0011N5Z","Private dwellings occupied by usual residents, 2021","","0","units","0","","1067.3","10538","","","","0"
"2021","N6A","2021A0011N6A","Population, 2021","","0","units","0","","1068.1","13810","","","","0"
"2021","N6A","2021A0011N6A","Total private dwellings, 2021","","0","units","0","","1068.2","9768","","","","0"
"2021","N6A","2021A0011N6A","Private dwellings occupied by usual residents, 2021","","0","units","0","","1068.3","7354","","","","0"
"2021","N6B","2021A0011N6B","Population, 2021","","0","units","0","","1069.1","11101","","","","0"
"2021","N6B","2021A0011N6B","Total private dwellings, 2021","","0","units","0","","1069.2","7181","","","","0"
"2021","N6B","2021A0011N6B","Private dwellings occupied by usual residents, 2021","","0","units","0","","1069.3","6483","","","","0"
"2021","N6C","2021A0011N6C","Population, 2021","","0","units","0","","1070.1","30629","","","","0"
"2021","N6C","2021A0011N6C","Total private dwellings, 2021","","0","units","0","","1070.2","14812","","","","0"
"2021","N6C","2021A0011N6C","Private dwellings occupied by usual residents, 2021","","0","units","0","","1070.3","14159","","","","0"
"2021","N6E","2021A0011N6E","Population, 2021","","0","units","0","","1071.1","28140","","","","0"
"2021","N6E","2021A0011N6E","Total private dwellings, 2021","","0","units","0","","1071.2","10366","","","","0"
"2021","N6E","2021A0011N6E","Private dwellings occupied by usual residents, 2021","","0","units","0","","1071.3","10108","","","","0"
"2021","N6G","2021A0011N6G","Population, 2021","","0","units","0","","1072.1","50940","","","","0"
"2021","N6G","2021A0011N6G","Total private dwellings, 2021","","0","units","0","","1072.2","20315","","","","0"
"2021","N6G","2021A0011N6G","Private dwellings occupied by usual residents, 2021","","0","units","0","","1072.3","18428","","","","0"
"2021","N6H","2021A0011N6H","Population, 2021","","0","units","0","","1073.1","44215","","","","0"
"2021","N6H","2021A0011N6H","Total private dwellings, 2021","","0","units","0","","1073.2","20694","","","","0"
"2021","N6H","2021A0011N6H","Private dwellings occupied by usual residents, 2021","","0","units","0","","1073.3","19241","","","","0"
"2021","N6J","2021A0011N6J","Population, 2021","","0","units","0","","1074.1","27497","","","","0"
"2021","N6J","2021A0011N6J","Total private dwellings, 2021","","0","units","0","","1074.2","13174","","","","0"
"2021","N6J","2021A0011N6J","Private dwellings occupied by usual residents, 2021","","0","units","0","","1074.3","12757","","","","0"
"2021","N6K","2021A0011N6K","Population, 2021","","0","units","0","","1075.1","37596","","","","0"
"2021","N6K","2021A0011N6K","Total private dwellings, 2021","","0","units","0","","1075.2","15303","","","","0"
"2021","N6K","2021A0011N6K","Private dwellings occupied by usual residents, 2021","","0","units","0","","1075.3","14939","","","","0"
"2021","N6L","2021A0011N6L","Population, 2021","","0","units","0","","1076.1","5167","","","","0"
"2021","N6L","2021A0011N6L","Total private dwellings, 2021","","0","units","0","","1076.2","1699","","","","0"
"2021","N6L","2021A0011N6L","Private dwellings occupied by usual residents, 2021","","0","units","0","","1076.3","1577","","","","0"
"2021","N6M","2021A0011N6M","Population, 2021","","0","units","0","","1077.1","8542","","","","0"
"2021","N6M","2021A0011N6M","Total private dwellings, 2021","","0","units","0","","1077.2","2822","","","","0"
"2021","N6M","2021A0011N6M","Private dwellings occupied by usual residents, 2021","","0","units","0","","1077.3","2742","","","","0"
"2021","N6N","2021A0011N6N","Population, 2021","","0","units","0","","1078.1","728","","","","0"
"2021","N6N","2021A0011N6N","Total private dwellings, 2021","","0","units","0","","1078.2","299","","","","0"
"2021","N6N","2021A0011N6N","Private dwellings occupied by usual residents, 2021","","0","units","0","","1078.3","284","","","","0"
"2021","N6P","2021A0011N6P","Population, 2021","","0","units","0","","1079.1","10943","","","","0"
"2021","N6P","2021A0011N6P","Total private dwellings, 2021","","0","units","0","","1079.2","4081","","","","0"
"2021","N6P","2021A0011N6P","Private dwellings occupied by usual residents, 2021","","0","units","0","","1079.3","3970","","","","0"
"2021","N7A","2021A0011N7A","Population, 2021","","0","units","0","","1080.1","12495","","","","0"
"2021","N7A","2021A0011N7A","Total private dwellings, 2021","","0","units","0","","1080.2","6687","","","","0"
"2021","N7A","2021A0011N7A","Private dwellings occupied by usual residents, 2021","","0","units","0","","1080.3","5678","","","","0"
"2021","N7G","2021A0011N7G","Population, 2021","","0","units","0","","1081.1","19921","","","","0"
"2021","N7G","2021A0011N7G","Total private dwellings, 2021","","0","units","0","","1081.2","8072","","","","0"
"2021","N7G","2021A0011N7G","Private dwellings occupied by usual residents, 2021","","0","units","0","","1081.3","7876","","","","0"
"2021","N7L","2021A0011N7L","Population, 2021","","0","units","0","","1082.1","25127","","","","0"
"2021","N7L","2021A0011N7L","Total private dwellings, 2021","","0","units","0","","1082.2","11583","","","","0"
"2021","N7L","2021A0011N7L","Private dwellings occupied by usual residents, 2021","","0","units","0","","1082.3","11183","","","","0"
"2021","N7M","2021A0011N7M","Population, 2021","","0","units","0","","1083.1","25579","","","","0"
"2021","N7M","2021A0011N7M","Total private dwellings, 2021","","0","units","0","","1083.2","11361","","","","0"
"2021","N7M","2021A0011N7M","Private dwellings occupied by usual residents, 2021","","0","units","0","","1083.3","10845","","","","0"
"2021","N7S","2021A0011N7S","Population, 2021","","0","units","0","","1084.1","28410","","","","0"
"2021","N7S","2021A0011N7S","Total private dwellings, 2021","","0","units","0","","1084.2","11643","","","","0"
"2021","N7S","2021A0011N7S","Private dwellings occupied by usual residents, 2021","","0","units","0","","1084.3","11283","","","","0"
"2021","N7T","2021A0011N7T","Population, 2021","","0","units","0","","1085.1","26033","","","","0"
"2021","N7T","2021A0011N7T","Total private dwellings, 2021","","0","units","0","","1085.2","13973","","","","0"
"2021","N7T","2021A0011N7T","Private dwellings occupied by usual residents, 2021","","0","units","0","","1085.3","12908","","","","0"
"2021","N7V","2021A0011N7V","Population, 2021","","0","units","0","","1086.1","11611","","","","0"
"2021","N7V","2021A0011N7V","Total private dwellings, 2021","","0","units","0","","1086.2","5713","","","","0"
"2021","N7V","2021A0011N7V","Private dwellings occupied by usual residents, 2021","","0","units","0","","1086.3","5515","","","","0"
"2021","N7W","2021A0011N7W","Population, 2021","","0","units","0","","1087.1","2578","","","","0"
"2021","N7W","2021A0011N7W","Total private dwellings, 2021","","0","units","0","","1087.2","1316","","","","0"
"2021","N7W","2021A0011N7W","Private dwellings occupied by usual residents, 2021","","0","units","0","","1087.3","1298","","","","0"
"2021","N7X","2021A0011N7X","Population, 2021","","0","units","0","","1088.1","1129","","","","0"
"2021","N7X","2021A0011N7X","Total private dwellings, 2021","","0","units","0","","1088.2","483","","","","0"
"2021","N7X","2021A0011N7X","Private dwellings occupied by usual residents, 2021","","0","units","0","","1088.3","465","","","","0"
"2021","N8A","2021A0011N8A","Population, 2021","","0","units","0","","1089.1","12624","","","","0"
"2021","N8A","2021A0011N8A","Total private dwellings, 2021","","0","units","0","","1089.2","5765","","","","0"
